1794575,509,"Berlin",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794577,509,"Berlin",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794579,509,"Berlin",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794581,509,"Berlin",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794583,509,"Berlin",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794585,509,"Berlin",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794587,509,"Berlin",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794589,509,"Berlin",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794591,509,"Berlin",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794593,509,"Berlin",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794595,509,"Berlin",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794597,509,"Berlin",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794599,509,"Berlin",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794601,509,"Berlin",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794603,509,"Berlin",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794605,509,"Berlin",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794607,509,"Berlin",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794609,509,"Berlin",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794611,509,"Berlin",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794613,509,"Berlin",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794615,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794617,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794619,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794621,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794623,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794625,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794627,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794629,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794631,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794633,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794635,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794637,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794639,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794641,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794643,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794645,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794647,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794649,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794651,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794653,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794655,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794657,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794659,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794661,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794663,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794665,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794667,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794669,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794671,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794673,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794675,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794677,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794679,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794681,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794683,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794685,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794687,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794689,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
1794691,510,"Berlin ",40,2,1105.00,165.75,2,2000.00,below_min_total,0,""
1794693,510,"Berlin ",41,2,1120.00,168.00,2,2000.00,below_min_total,0,""
1794695,510,"Berlin ",23,2,1060.00,159.00,2,2000.00,below_min_total,0,""
1794697,510,"Berlin ",24,2,1075.00,161.25,2,2000.00,below_min_total,0,""
1794699,510,"Berlin ",34,2,1090.00,163.50,2,2000.00,below_min_total,0,""
